Gender,Degree,Course,Interests,Skills(Multiple),Working
Male,B.Tech,Automobile Engineering,SAFETY,"Business Knowledge, People Management, Work under Pressure, Leadership, Team work, Interpersonal Skills, Wealth Management, Risk Managing",SAFETY OFFICER
Female,B.Tech,Automobile Engineering,Project Management,Active Listening;Critical Thinking;Artistic/Creative Skills;Business Knowledge;Analytical Skills;People management;Communication skills;Presentation Skills,Project Manager
Male,MCA,Computer Science Engineering,Technology,Programming Language skills,Developer
Male,B.Sc,Computer,"Take risk for Profits, Teaching, Technology, Entrepreneurship, Understand Human Behaviour","Critical Thinking, Analytic Thinking, Gathering Informing, Business Knowledge, People Management, Negotiation Skills, Work under Pressure, Leadership, Editing, Product Knowledge, Market Study, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, C++, Problem Solving skills, Observation Skills, Risk Managing, Reading",Student (Unemployed)
Male,B.Tech,Computer Science Engineering,"Financial Analysis, Research, Technology, Trading","Active Listening, ML, Python, Analytic Thinking, Gathering Informing, Java, SQL, Programming, People Management, Communication Skills, Work under Pressure, Leadership, Editing, Creativity Skills, Team work, C++, Linux, Reading, Building Rapport, Subject Knowledge",Student (Unemployed)
Male,BE,Computer Science Engineering,Technology;Data analytics;Data scientist,Active Listening;Programming Language skills;Critical Thinking;Business Knowledge;Analytical Skills;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;R;Python;Artificial Intelligence;SQL,Data scientist
Male,B.Tech,Oops,Further Studies,NO,NA
Male,Chartered Accountancy,Mechanical Engineering,"Financial Analysis, News Coverage","Accounting Skills, AI, Business Knowledge, Work under Pressure, Leadership, Team work, Excel, Risk Managing, Reporting",Chartered Accountant
Male,M.Tech,Taxation & Law,Data analytics;Web development;All fields related to Data science.,Programming Language skills;Analytical Skills;Leadership,DATA ANALYST
Female,B.Tech,Mechanical(CAD/CAM),Data analytics;Data scientist;Information Technology,Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;Artificial Intelligence,NA
Male,B.Tech,Electronics and Instrumentation Engineering,Software Job,NO,associate Engineer
Female,B.Tech,Mechanical Engineering,"Teaching, Software and hardware engineering jobs","Python, Writing, Observation Skills, Reading, Subject Knowledge, C language",Student (Unemployed)
Male,B.Tech,Electrical and Electronics Engineering,Software Job,NO,associate Engineer
Male,B.Com,Electrical and Electronics Engineering,Financial Analysis,"Accounting Skills, Excel",Student (Unemployed)
Male,B.Tech,Commerce,Software Job,NO,associate Engineer
Male,B.Tech,Electrical and Electronics Engineering,"Plant Automation,Sales/Marketing",Automation;Electrical Design;variable frequency drives,Sales Service Engineer-Electrical
Female,B.Tech,Electrical and Electronics,Financial Analysis;Research;Teaching;Home interior design,Active Listening;Critical Thinking;Business Knowledge;Analytical Skills;People management;Communication skills;Negotiation skills;Leadership;Risk management skills;Writing skills;HR,Young Horticulture expert
Female,BCA,Agriculture Engineering,Sales/Marketing,Business Knowledge,Sales
Male,BBA,Computer,Sales/Marketing,"Work under Pressure, Leadership, Creativity Skills, Interpersonal Skills, Presentation Skills, Problem Solving skills",Student (Unemployed)
Male,BE,Sales & Marketing,Technology;Service;Social causes;Industires;Design,Hardware skills;Business Knowledge;Leadership;Product knowledge;Problem Solving skills;Designing skills;Client management,Quality engineer
Male,B.Tech,Electronics and Communication Engineering,Technology;Industires;Sports Industry,Active Listening;Hardware skills;Mass Communication;Risk management skills,Assistent Engineer
Female,B.Com,Electronics and Communication Engineering,Financial Analysis;Research;Sales/Marketing;Trading;Supply Chain Analysis,Accounting Skills;Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Finance related skills;Communication skills;Negotiation skills;Leadership;Product knowledge;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Social Media Marketing;Interpersonal skills;Presentation Skills;R;SQL,NA
Male,B.Com ,BPS,"News Coverage, Research, Teaching, Technology, Entrepreneurship, Understand Human Behaviour, Understand Human Body","Accounting Skills, Python, Critical Thinking, Analytic Thinking, Gathering Informing, Business Knowledge, SQL, Programming, Communication Skills, Negotiation Skills, Leadership, News Gathering, Excel, Interpersonal Skills, Presentation Skills, R, Linux, Writing, Tableau, Observation Skills, Reporting, Reading, Designing Skills",Student (Unemployed)
Male,B.Com,Computer Science Engineering,News Coverage;Research;Teaching;Technology;Understand human behaviour;Web Designing;Content Writing;Data analytics;Game industry;Web development;Market reserach;Service;Infrastructure,Accounting Skills;Hardware skills;Critical Thinking;Gathering Information;Business Knowledge;Analytical Skills;Communication skills;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Data Visualization skills( Power Bi/ Tableau );Linux;Python;SQL;Content creation;Cloud Computing;MATLAB;Good communication skills,NA
Male,Diploma,Computers,Infrastructure,Critical Thinking;Artistic/Creative Skills;Good communication skills,Back Office Executive
Female,B.Tech,Civil Engineering,Technology,Active Listening;Programming Language skills;Python;SQL;Java,Software Engineer
Female,B.Tech,Information TechNAlogy,News Coverage;Social Justice;Teaching;Technology;Understand human behaviour;Web Designing;Content Writing;Data analytics;Digital marketing;Home interior design;Web development;Social media marketing;Gardening;Service;Social causes;Industires;Design;Navy Defence related,Active Listening;Programming Language skills;Critical Thinking;Artistic/Creative Skills;Business Knowledge;Leadership;Writing skills;Linux;SQL;Java;Client management;Good communication skills,Associate consultant
Male,B.Sc,Information TechNAlogy,"Research, Technology, Trading","Python, Analytic Thinking, People Management, Leadership, Excel, Logical Skills, Problem Solving skills",Student (Unemployed)
Male,B.Sc,Mathematics,Technology,"Excel, Writing, Reading",Student (Unemployed)
Female,MCA,Physics,Web development,C++,Salem Farmers producer company/current job appen
Female,BCA,Java,Web Designing,Designing skills;PHP,NA
Female,B.Sc,Computer,Understand Human Behaviour,"Gathering Informing, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Team work, Writing, Reading",HR Executive
Male,B.Tech,Home science,Trading,"Business Knowledge, Programming, Communication Skills, Negotiation Skills, Editing, Creativity Skills, Market Study, Logical Skills, Interpersonal Skills, Wealth Management, Problem Solving skills, Mass Communication",Student (Unemployed)
Female,B.Pharm,Communication & Political Science,Medicine,"Life sciences;
Pharmacovigilance;pharmacology;
GMP;
Pharmaceutics;
Drug Discovery;
Clinical Trials;
Pharmacokinetics;
Clinical Research;
High-Performance Liquid Chromatography (HPLC);
Good Clinical Practice (GCP);
Good Laboratory Practice (GLP);
CRO ManagementCRO Management",Clinical Research Associate
Female,B.Tech,Pharmacy,"Research,Understand human body,BioTechnology","Cancer Research; cancer Biology ;bacterial transformation; molecular cloning; cell culture;
Gel Electrophoresis;
Fluorescence Microscopy;
Polymerase Chain Reaction (PCR);
Real-Time Polymerase Chain Reaction (qPCR)",Research Associate
Female,B.Tech,BiotechNAlogy,Business analytics ,"Active Listening, Business Knowledge, Communication Skills, Leadership, Interpersonal Skills, Presentation Skills, Problem Solving skills, Reading, Designing Skills",Student (Unemployed)
Male,B.Tech,Electronics and Communication Engineering,Understand human behaviour;Game industry;Blockchain,Business Knowledge;Product knowledge;Problem Solving skills,Site Engineer
Female,BA,Electrical and Electronics Engineering,Trading;Understand human body;Digital marketing,Critical Thinking;Negotiation skills;Editing,Accountent
Male,B.Tech,General,Technology;Trading;Web Designing;Govt. Job,Problem Solving skills;Java;MATLAB,BMS executive
Female,B.Sc,Engineering,Teaching;Govt. Job,Active Listening;Writing skills,NA
Male,BBA,Automobile engineering,Financial Analysis;Understand human behaviour;Industires;Blockchain,Accounting Skills;Business Knowledge,Entrepreneur
Female,B.Tech,Mechanical Engineering,Construction;Construction Manegement,construction management,Civil & Structural Engineer
Male,B.Tech,Mechanical Engineering,Construction;Construction Manegement,"Proeficiency in Software like STAAD PRO, ETABS",Civil Design Engineer
Female,B.Tech,Computer Science Engineering,Industires,Business Knowledge;Analytical Skills;People management;Product knowledge;Problem Solving skills;Good communication skills,Quality control engineer
Male,B.Tech,Mathematics,"Cyber Security,Technology,Data analytics,Machine Learning,Cloud computing","
Splunk;ServiceNow;Cybersecurity;
",Cyber Security Analyst
Male,BE,Accounting,Technology;Trading;Game industry;Information Technology,Hardware skills;Programming Language skills;Gathering Information;Product knowledge;SQL;Java;Automation,SOFTWARE Tester
Male,B.E ,Civil Engineering,"Research, Sales/Marketing, Social Justice, Take risk for Profits, Technology, Trading, Entrepreneurship, Understand Human Behaviour","Active Listening, AI, ML, Python, Critical Thinking, Analytic Thinking, Gathering Informing, Artistic skills, SQL, Negotiation Skills, Work under Pressure, Leadership, News Gathering, Editing, Product Knowledge, Creativity Skills, Team work, Excel, Interpersonal Skills, Presentation Skills, C++, R, Problem Solving skills, Mass Communication, Writing, Tableau, Observation Skills, Risk Managing, Reporting, Reading, Designing Skills, Subject Knowledge",Mechanical Engineer
Male,BE,Civil Engineering,Research;Social Justice;Technology;Trading;Understand human behaviour;Supply Chain Analysis;Data analytics;Govt. Job;Game industry;Digital marketing;Data scientist;Web development;Market reserach;Social media marketing;Gardening;Service;Social causes,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;People management;Civil & Criminal Law;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Interpersonal skills;Presentation Skills;R;Python;Artificial Intelligence;SQL;Content creation;Good communication skills,Production Engineer
Male,BE,Mechanical engineering,News Coverage;Research;Sales/Marketing;Social Justice;Technology;Trading;Understand human behaviour;Understand human body;Supply Chain Analysis;Content Writing;Data analytics;Govt. Job;Game industry;Digital marketing;Data scientist;Web development;Market reserach;Social media marketing;Service;Infrastructure;Social causes;All fields related to Data science.;Industires;Design;SAP Consultant in MM;Information Technology;Product Life cycle Management;Navy Defence related;Sports Industry;Blockchain;Salesforce Admin,Active Listening;Hardware skills;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Finance related skills;People management;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Sales;Social Media Marketing;Interpersonal skills;Wealth Management;Presentation Skills;R;Python;Artificial Intelligence;SQL;Content creation;Medical knowledge;Hospitality;HR;MATLAB;Good communication skills;Teaching;SAP;Us & Canada Recruitment (IT),Production Engineer
